Kısım,Sınıf,Sınıf açıklama,Yıl,Girişim sayısı,CR4,CR8,HHI 
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4641,Tekstil ürünlerinin toptan ticareti,2009,19309,3.863990096,4.987701674,0.000725221
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4641,Tekstil ürünlerinin toptan ticareti,2010,13883,4.668771279,6.478725396,0.001208359
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4641,Tekstil ürünlerinin toptan ticareti,2011,14963,4.878185338,6.762594043,0.001210939
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4641,Tekstil ürünlerinin toptan ticareti,2012,14244,5.486437887,7.798457405,0.001685643
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4641,Tekstil ürünlerinin toptan ticareti,2013,14931,6.257406366,8.657756147,0.002004332
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4641,Tekstil ürünlerinin toptan ticareti,2014,14331,6.28496628,8.860411416,0.002068857
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4641,Tekstil ürünlerinin toptan ticareti,2015,14435,7.792017392,12.26820133,0.003350837
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4642,Giysi ve ayakkabı toptan ticareti,2009,14808,4.813570464,6.266767261,0.001549991
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4642,Giysi ve ayakkabı toptan ticareti,2010,13032,5.322992476,8.248454663,0.001830421
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4642,Giysi ve ayakkabı toptan ticareti,2011,15280,19.09351639,24.89795868,0.01184172
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4642,Giysi ve ayakkabı toptan ticareti,2012,15854,18.95497991,25.40770268,0.01227185
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4642,Giysi ve ayakkabı toptan ticareti,2013,16353,10.74923322,14.94304627,0.004826694
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4642,Giysi ve ayakkabı toptan ticareti,2014,17219,18.58932851,23.99552654,0.011373007
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4642,Giysi ve ayakkabı toptan ticareti,2015,16609,16.89268155,21.8464247,0.010650298
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4643,Elektrikli ev aletleri toptan ticareti,2009,6840,26.98971462,33.28865721,0.033511277
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4643,Elektrikli ev aletleri toptan ticareti,2010,5889,31.97557811,37.75206987,0.040200383
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4643,Elektrikli ev aletleri toptan ticareti,2011,6614,38.56416255,47.5937982,0.054126011
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4643,Elektrikli ev aletleri toptan ticareti,2012,6947,28.94982839,36.2614697,0.033730971
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4643,Elektrikli ev aletleri toptan ticareti,2013,7280,42.24799096,47.97936546,0.067778544
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4643,Elektrikli ev aletleri toptan ticareti,2014,8328,43.03000866,49.82803211,0.068214213
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4643,Elektrikli ev aletleri toptan ticareti,2015,9931,41.81645944,45.50086315,0.067712469
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4644,Porselen ve cam eşya ile temizlik maddelerinin toptan ticareti,2009,5257,14.6842408,22.45029431,0.008715187
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4644,Porselen ve cam eşya ile temizlik maddelerinin toptan ticareti,2010,3559,16.94844912,25.76805308,0.012267621
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4644,Porselen ve cam eşya ile temizlik maddelerinin toptan ticareti,2011,3709,16.95978442,25.43179733,0.011782741
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4644,Porselen ve cam eşya ile temizlik maddelerinin toptan ticareti,2012,3737,18.92478395,28.30228568,0.013645811
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4644,Porselen ve cam eşya ile temizlik maddelerinin toptan ticareti,2013,3721,15.89892112,25.81511627,0.010822205
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4644,Porselen ve cam eşya ile temizlik maddelerinin toptan ticareti,2014,3769,33.27384456,42.38541493,0.051511465
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4644,Porselen ve cam eşya ile temizlik maddelerinin toptan ticareti,2015,4333,30.86076926,37.02945215,0.044631166
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4645,Parfüm ve kozmetik ürünlerinin toptan ticareti,2009,1464,55.85561712,64.7881083,0.150501342
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4645,Parfüm ve kozmetik ürünlerinin toptan ticareti,2010,1372,50.81695334,60.76895984,0.112646313
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4645,Parfüm ve kozmetik ürünlerinin toptan ticareti,2011,1427,48.04280429,59.43111132,0.108969468
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4645,Parfüm ve kozmetik ürünlerinin toptan ticareti,2012,1494,41.62473444,53.95896011,0.083477095
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4645,Parfüm ve kozmetik ürünlerinin toptan ticareti,2013,1514,48.56125969,59.76997058,0.123141917
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4645,Parfüm ve kozmetik ürünlerinin toptan ticareti,2014,1660,44.28445594,56.90404397,0.100647976
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4645,Parfüm ve kozmetik ürünlerinin toptan ticareti,2015,1934,46.97709899,59.45893998,0.116116549
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4646,Eczacılık ürünlerinin toptan ticareti,2009,8011,32.88143354,42.24739854,0.041363583
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4646,Eczacılık ürünlerinin toptan ticareti,2010,5928,29.36800514,38.57847047,0.033340242
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4646,Eczacılık ürünlerinin toptan ticareti,2011,6967,29.68709027,38.83185385,0.033826164
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4646,Eczacılık ürünlerinin toptan ticareti,2012,7636,27.86346716,35.94719594,0.030327365
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4646,Eczacılık ürünlerinin toptan ticareti,2013,8030,20.48910403,28.87406225,0.021411933
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4646,Eczacılık ürünlerinin toptan ticareti,2014,8245,25.287825,32.96295966,0.026302535
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4646,Eczacılık ürünlerinin toptan ticareti,2015,8472,25.99332673,33.93735829,0.028080063
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4647,Mobilya. halı ve aydınlatma ekipmanlarının toptan ticareti,2009,3815,15.8143382,26.58442962,0.012351321
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4647,Mobilya. halı ve aydınlatma ekipmanlarının toptan ticareti,2010,2722,17.98357233,30.29753503,0.016354248
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4647,Mobilya. halı ve aydınlatma ekipmanlarının toptan ticareti,2011,2967,14.01891782,22.10950275,0.011200931
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4647,Mobilya. halı ve aydınlatma ekipmanlarının toptan ticareti,2012,3087,12.95582288,23.47246964,0.011032104
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4647,Mobilya. halı ve aydınlatma ekipmanlarının toptan ticareti,2013,3226,12.27857408,21.79573367,0.009779688
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4647,Mobilya. halı ve aydınlatma ekipmanlarının toptan ticareti,2014,3805,11.28449727,19.13181583,0.007811329
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4647,Mobilya. halı ve aydınlatma ekipmanlarının toptan ticareti,2015,4194,12.96308491,22.41283136,0.010647865
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4648,Saat ve mücevher toptan ticareti,2009,1326,74.93991204,79.72696484,0.36672339
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4648,Saat ve mücevher toptan ticareti,2010,1144,59.67840287,69.78775036,0.206020777
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4648,Saat ve mücevher toptan ticareti,2011,1263,54.26034124,70.41710605,0.106178847
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4648,Saat ve mücevher toptan ticareti,2012,1213,68.88591667,74.08341236,0.22278656
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4648,Saat ve mücevher toptan ticareti,2013,1217,21.7876095,25.77538785,0.020020525
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4648,Saat ve mücevher toptan ticareti,2014,1395,50.25495178,56.56803808,0.152602305
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4648,Saat ve mücevher toptan ticareti,2015,1415,65.82868527,72.5250863,0.284205676
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4649,Diğer ev eşyalarının toptan ticareti,2009,10258,16.8784136,19.29642938,0.011050409
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4649,Diğer ev eşyalarının toptan ticareti,2010,7669,12.54809991,15.03954603,0.008331012
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4649,Diğer ev eşyalarının toptan ticareti,2011,8545,12.19283736,15.30461905,0.006505111
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4649,Diğer ev eşyalarının toptan ticareti,2012,8917,10.27353994,13.08000425,0.004662283
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4649,Diğer ev eşyalarının toptan ticareti,2013,9596,12.51466948,16.24269939,0.00643841
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4649,Diğer ev eşyalarının toptan ticareti,2014,9900,12.64860046,17.06498924,0.006432616
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4649,Diğer ev eşyalarının toptan ticareti,2015,10111,11.17018022,15.94972231,0.005419758
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4651,Bilgisayar. bilgisayar çevre birimleri ve yazılım toptan ticareti,2009,2156,34.41097234,47.98082529,0.040439547
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4651,Bilgisayar. bilgisayar çevre birimleri ve yazılım toptan ticareti,2010,2423,29.28203386,42.78523812,0.031912205
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4651,Bilgisayar. bilgisayar çevre birimleri ve yazılım toptan ticareti,2011,2697,26.68586696,40.00694446,0.027266355
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4651,Bilgisayar. bilgisayar çevre birimleri ve yazılım toptan ticareti,2012,2799,24.26609375,37.19675492,0.023585505
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4651,Bilgisayar. bilgisayar çevre birimleri ve yazılım toptan ticareti,2013,3505,23.84636648,35.16181545,0.0214402
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4651,Bilgisayar. bilgisayar çevre birimleri ve yazılım toptan ticareti,2014,3831,26.75352683,39.09019581,0.026381992
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4651,Bilgisayar. bilgisayar çevre birimleri ve yazılım toptan ticareti,2015,3891,25.86071894,41.32463999,0.028153246
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4652,Elektronik ve telekomünikasyon ekipmanlarının ve parçalarının toptan ticareti,2009,3205,24.23486471,33.20001576,0.023195311
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4652,Elektronik ve telekomünikasyon ekipmanlarının ve parçalarının toptan ticareti,2010,3248,33.83207766,45.51759291,0.035394531
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4652,Elektronik ve telekomünikasyon ekipmanlarının ve parçalarının toptan ticareti,2011,3577,35.12385461,47.00099241,0.037319153
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4652,Elektronik ve telekomünikasyon ekipmanlarının ve parçalarının toptan ticareti,2012,3520,27.63838088,39.77214552,0.027205753
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4652,Elektronik ve telekomünikasyon ekipmanlarının ve parçalarının toptan ticareti,2013,3590,25.81955544,39.49225174,0.02524233
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4652,Elektronik ve telekomünikasyon ekipmanlarının ve parçalarının toptan ticareti,2014,4510,26.73794069,41.73825984,0.026481829
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4652,Elektronik ve telekomünikasyon ekipmanlarının ve parçalarının toptan ticareti,2015,4584,33.57801378,50.00314568,0.03840756
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4661,Tarımsal amaçlı makine ve ekipmanlar ile aksam ve parçalarının toptan ticareti,2009,736,10.22933789,17.45497823,0.010852143
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4661,Tarımsal amaçlı makine ve ekipmanlar ile aksam ve parçalarının toptan ticareti,2010,859,14.80877601,23.0140259,0.013958312
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4661,Tarımsal amaçlı makine ve ekipmanlar ile aksam ve parçalarının toptan ticareti,2011,1043,22.15443222,31.63885039,0.020082398
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4661,Tarımsal amaçlı makine ve ekipmanlar ile aksam ve parçalarının toptan ticareti,2012,1375,17.40385243,24.75664579,0.014694283
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4661,Tarımsal amaçlı makine ve ekipmanlar ile aksam ve parçalarının toptan ticareti,2013,1763,14.91232128,20.89541685,0.010244876
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4661,Tarımsal amaçlı makine ve ekipmanlar ile aksam ve parçalarının toptan ticareti,2014,1786,17.53602683,24.84989709,0.014670485
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4661,Tarımsal amaçlı makine ve ekipmanlar ile aksam ve parçalarının toptan ticareti,2015,2017,19.09128097,25.94980597,0.016038278
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4662,Takım tezgahlarının toptan ticareti,2009,376,19.31492372,26.64804473,0.020197787
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4662,Takım tezgahlarının toptan ticareti,2010,475,27.06570232,38.78366265,0.027754961
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4662,Takım tezgahlarının toptan ticareti,2011,608,27.09276795,42.98170092,0.031856601
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4662,Takım tezgahlarının toptan ticareti,2012,744,19.10613546,31.73570815,0.017452485
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4662,Takım tezgahlarının toptan ticareti,2013,630,22.87285894,34.20016469,0.022420264
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4662,Takım tezgahlarının toptan ticareti,2014,812,16.71228179,29.14442629,0.016151135
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4662,Takım tezgahlarının toptan ticareti,2015,814,16.03935604,27.12702568,0.015806004
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4663,Madencilik. bina ve bina dışı inşaat makinelerinin toptan ticareti,2009,356,50.61546245,63.88758085,0.080240246
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4663,Madencilik. bina ve bina dışı inşaat makinelerinin toptan ticareti,2010,372,36.11233879,54.63922218,0.050950258
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4663,Madencilik. bina ve bina dışı inşaat makinelerinin toptan ticareti,2011,425,29.22541092,44.81361732,0.034251077
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4663,Madencilik. bina ve bina dışı inşaat makinelerinin toptan ticareti,2012,552,35.70124541,50.51263915,0.044202247
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4663,Madencilik. bina ve bina dışı inşaat makinelerinin toptan ticareti,2013,607,31.10136706,50.3391603,0.039804756
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4663,Madencilik. bina ve bina dışı inşaat makinelerinin toptan ticareti,2014,754,31.69014588,46.19992063,0.037337648
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4663,Madencilik. bina ve bina dışı inşaat makinelerinin toptan ticareti,2015,823,25.45279606,40.56457127,0.029029209
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4664,Tekstil endüstrisi makineleri ile dikiş ve örgü makinelerinin toptan ticareti,2009,907,22.90195885,32.44013125,0.019383828
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4664,Tekstil endüstrisi makineleri ile dikiş ve örgü makinelerinin toptan ticareti,2010,929,30.45969361,41.71048156,0.029433731
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4664,Tekstil endüstrisi makineleri ile dikiş ve örgü makinelerinin toptan ticareti,2011,1093,36.9693917,45.79849739,0.044296908
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4664,Tekstil endüstrisi makineleri ile dikiş ve örgü makinelerinin toptan ticareti,2012,1250,17.3440593,24.13679078,0.010598575
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4664,Tekstil endüstrisi makineleri ile dikiş ve örgü makinelerinin toptan ticareti,2013,1211,28.15149138,36.39509615,0.028297731
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4664,Tekstil endüstrisi makineleri ile dikiş ve örgü makinelerinin toptan ticareti,2014,1189,28.25575414,41.41515732,0.028911054
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4664,Tekstil endüstrisi makineleri ile dikiş ve örgü makinelerinin toptan ticareti,2015,1287,25.23624699,35.28954849,0.022312112
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4665,Büro mobilyalarının toptan ticareti,2009,463,9.966235011,14.71685628,0.006809849
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4665,Büro mobilyalarının toptan ticareti,2010,523,9.457655894,16.05084573,0.005626791
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4665,Büro mobilyalarının toptan ticareti,2011,582,9.410537744,12.65005828,0.006039865
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4665,Büro mobilyalarının toptan ticareti,2012,678,11.65919808,17.0024772,0.006929798
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4665,Büro mobilyalarının toptan ticareti,2013,673,17.77424399,25.83704224,0.012724583
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4665,Büro mobilyalarının toptan ticareti,2014,730,19.2598652,31.21866548,0.018757576
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4665,Büro mobilyalarının toptan ticareti,2015,890,19.97058458,34.76630213,0.020622963
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4666,Diğer büro makine ve ekipmanlarının toptan ticareti,2009,705,47.27188577,58.05916691,0.073178614
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4666,Diğer büro makine ve ekipmanlarının toptan ticareti,2010,669,29.33786238,38.15118438,0.033795994
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4666,Diğer büro makine ve ekipmanlarının toptan ticareti,2011,762,35.72982835,46.32914474,0.050491289
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4666,Diğer büro makine ve ekipmanlarının toptan ticareti,2012,835,40.19839931,51.75961459,0.062717889
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4666,Diğer büro makine ve ekipmanlarının toptan ticareti,2013,882,36.2550086,45.30983372,0.053731147
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4666,Diğer büro makine ve ekipmanlarının toptan ticareti,2014,936,35.07107273,42.46498591,0.047466122
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4666,Diğer büro makine ve ekipmanlarının toptan ticareti,2015,970,28.71378229,35.80132621,0.036938694
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4669,Diğer makine ve ekipmanların toptan ticareti,2009,1918,17.08889975,24.75478567,0.015209406
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4669,Diğer makine ve ekipmanların toptan ticareti,2010,2242,12.01769223,16.7899878,0.008002439
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4669,Diğer makine ve ekipmanların toptan ticareti,2011,2596,13.7402483,17.80658813,0.009743512
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4669,Diğer makine ve ekipmanların toptan ticareti,2012,3119,11.89198722,16.65558275,0.008344259
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4669,Diğer makine ve ekipmanların toptan ticareti,2013,3917,12.40971085,16.32583476,0.007912089
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4669,Diğer makine ve ekipmanların toptan ticareti,2014,4526,12.79136623,16.51286139,0.007447515
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4669,Diğer makine ve ekipmanların toptan ticareti,2015,5516,11.18185131,14.43350342,0.006919574
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4671,Katı. sıvı ve gazlı yakıtlar ile bunlarla ilgili ürünlerin toptan ticareti,2009,6172,55.81332034,67.95816401,0.093499155
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4671,Katı. sıvı ve gazlı yakıtlar ile bunlarla ilgili ürünlerin toptan ticareti,2010,5114,50.34908958,65.07855173,0.075762279
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4671,Katı. sıvı ve gazlı yakıtlar ile bunlarla ilgili ürünlerin toptan ticareti,2011,5915,49.21224039,62.9215923,0.076490818
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4671,Katı. sıvı ve gazlı yakıtlar ile bunlarla ilgili ürünlerin toptan ticareti,2012,6079,46.53442032,59.45793371,0.066998008
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4671,Katı. sıvı ve gazlı yakıtlar ile bunlarla ilgili ürünlerin toptan ticareti,2013,5957,47.99644917,60.74262231,0.071407328
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4671,Katı. sıvı ve gazlı yakıtlar ile bunlarla ilgili ürünlerin toptan ticareti,2014,6076,46.74801942,60.06640252,0.072827301
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4671,Katı. sıvı ve gazlı yakıtlar ile bunlarla ilgili ürünlerin toptan ticareti,2015,6146,45.30788227,55.65618499,0.064759116
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4672,Madenler ve maden cevherlerinin toptan ticareti,2009,1443,21.19696482,28.38844412,0.016167535
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4672,Madenler ve maden cevherlerinin toptan ticareti,2010,1707,21.47408069,28.6432223,0.018638806
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4672,Madenler ve maden cevherlerinin toptan ticareti,2011,1923,14.36014709,20.06163346,0.010396613
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4672,Madenler ve maden cevherlerinin toptan ticareti,2012,2176,21.04892501,27.97298674,0.014871828
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4672,Madenler ve maden cevherlerinin toptan ticareti,2013,2700,22.18496319,30.39112601,0.017112483
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4672,Madenler ve maden cevherlerinin toptan ticareti,2014,2945,26.11328712,32.96929423,0.027145106
