Kısım,Sınıf,Sınıf açıklama,Yıl,Girişim sayısı,CR4,CR8,HHI 
"C - İmalat
      Manufacturing",1071,Ekmek. taze pastane ürünleri ve taze kek imalatı,2009,27027,8.58035735,13.09194295,0.002973842
"C - İmalat
      Manufacturing",1071,Ekmek. taze pastane ürünleri ve taze kek imalatı,2010,24272,8.260800808,11.7993068,0.00253242
"C - İmalat
      Manufacturing",1071,Ekmek. taze pastane ürünleri ve taze kek imalatı,2011,27897,7.839511696,11.59246699,0.00245595
"C - İmalat
      Manufacturing",1071,Ekmek. taze pastane ürünleri ve taze kek imalatı,2012,28202,6.806422443,9.547055127,0.001877796
"C - İmalat
      Manufacturing",1071,Ekmek. taze pastane ürünleri ve taze kek imalatı,2013,28104,6.942018051,9.647637023,0.001816505
"C - İmalat
      Manufacturing",1071,Ekmek. taze pastane ürünleri ve taze kek imalatı,2014,28256,7.272091024,10.7116869,0.00213766
"C - İmalat
      Manufacturing",1071,Ekmek. taze pastane ürünleri ve taze kek imalatı,2015,28752,7.297970956,11.43033953,0.002369058
"C - İmalat
      Manufacturing",1072,"Peksimet ve bisküvi imalatı, dayanıklı pastane ürünleri ve dayanıklı kek imalatı",2009,2279,59.11001617,79.69383319,0.110667655
"C - İmalat
      Manufacturing",1072,"Peksimet ve bisküvi imalatı, dayanıklı pastane ürünleri ve dayanıklı kek imalatı",2010,1533,58.95948085,78.32339422,0.117529587
"C - İmalat
      Manufacturing",1072,"Peksimet ve bisküvi imalatı, dayanıklı pastane ürünleri ve dayanıklı kek imalatı",2011,2130,51.36891329,72.42686252,0.086070437
"C - İmalat
      Manufacturing",1072,"Peksimet ve bisküvi imalatı, dayanıklı pastane ürünleri ve dayanıklı kek imalatı",2012,2135,57.4446581,77.94369348,0.102457922
"C - İmalat
      Manufacturing",1072,"Peksimet ve bisküvi imalatı, dayanıklı pastane ürünleri ve dayanıklı kek imalatı",2013,2867,68.64845968,86.23649213,0.158849365
"C - İmalat
      Manufacturing",1072,"Peksimet ve bisküvi imalatı, dayanıklı pastane ürünleri ve dayanıklı kek imalatı",2014,2801,68.17644908,84.7859211,0.166540315
"C - İmalat
      Manufacturing",1072,"Peksimet ve bisküvi imalatı, dayanıklı pastane ürünleri ve dayanıklı kek imalatı",2015,2877,68.16282739,81.70710937,0.13877302
"C - İmalat
      Manufacturing",1073,Makarna. şehriye. kuskus ve benzeri unlu mamullerin imalatı,2009,30,45.34767744,70.39788248,0.082977435
"C - İmalat
      Manufacturing",1073,Makarna. şehriye. kuskus ve benzeri unlu mamullerin imalatı,2010,36,41.51692403,68.00319258,0.075230927
"C - İmalat
      Manufacturing",1073,Makarna. şehriye. kuskus ve benzeri unlu mamullerin imalatı,2011,45,44.60713875,68.00967433,0.076583739
"C - İmalat
      Manufacturing",1073,Makarna. şehriye. kuskus ve benzeri unlu mamullerin imalatı,2012,50,43.95676582,71.64255286,0.079126754
"C - İmalat
      Manufacturing",1073,Makarna. şehriye. kuskus ve benzeri unlu mamullerin imalatı,2013,57,41.99066034,68.50789524,0.073879994
"C - İmalat
      Manufacturing",1073,Makarna. şehriye. kuskus ve benzeri unlu mamullerin imalatı,2014,68,48.80304433,74.95051859,0.089430118
"C - İmalat
      Manufacturing",1073,Makarna. şehriye. kuskus ve benzeri unlu mamullerin imalatı,2015,76,51.65836847,74.18548249,0.090538682
"C - İmalat
      Manufacturing",1081,Şeker imalatı,2009,69,82.47900403,91.95637735,0.257299436
"C - İmalat
      Manufacturing",1081,Şeker imalatı,2010,73,82.16477514,91.80036849,0.25094594
"C - İmalat
      Manufacturing",1081,Şeker imalatı,2011,68,80.86511138,90.68563832,0.250067072
"C - İmalat
      Manufacturing",1081,Şeker imalatı,2012,72,80.99381466,91.14580535,0.260796232
"C - İmalat
      Manufacturing",1081,Şeker imalatı,2013,71,90.49288494,96.71278592,0.325230729
"C - İmalat
      Manufacturing",1081,Şeker imalatı,2014,13,92.72620137,99.52902472,0.339370955
"C - İmalat
      Manufacturing",1081,Şeker imalatı,2015,12,94.49535752,99.10979088,0.342849873
"C - İmalat
      Manufacturing",1082,Kakao. çikolata ve şekerleme imalatı,2009,1120,43.14473795,63.24709013,0.062289357
"C - İmalat
      Manufacturing",1082,Kakao. çikolata ve şekerleme imalatı,2010,824,46.10629457,68.09660324,0.070303733
"C - İmalat
      Manufacturing",1082,Kakao. çikolata ve şekerleme imalatı,2011,1176,39.47784087,62.24394952,0.056924075
"C - İmalat
      Manufacturing",1082,Kakao. çikolata ve şekerleme imalatı,2012,1041,37.32914205,55.65912478,0.049433514
"C - İmalat
      Manufacturing",1082,Kakao. çikolata ve şekerleme imalatı,2013,1135,40.08947517,57.88512829,0.053767518
"C - İmalat
      Manufacturing",1082,Kakao. çikolata ve şekerleme imalatı,2014,1212,36.81817093,55.14184268,0.0478519
"C - İmalat
      Manufacturing",1082,Kakao. çikolata ve şekerleme imalatı,2015,1153,38.3881944,58.13178535,0.051147502
"C - İmalat
      Manufacturing",1083,Kahve ve çayın işlenmesi,2009,127,72.83694051,83.47250797,0.249783858
"C - İmalat
      Manufacturing",1083,Kahve ve çayın işlenmesi,2010,147,71.73439204,80.12152821,0.224384577
"C - İmalat
      Manufacturing",1083,Kahve ve çayın işlenmesi,2011,175,65.53782931,76.44521644,0.188949648
"C - İmalat
      Manufacturing",1083,Kahve ve çayın işlenmesi,2012,189,68.80075658,78.75755549,0.159528211
"C - İmalat
      Manufacturing",1083,Kahve ve çayın işlenmesi,2013,206,67.34218865,77.76799118,0.18184619
"C - İmalat
      Manufacturing",1083,Kahve ve çayın işlenmesi,2014,274,69.1455375,78.53056428,0.193730686
"C - İmalat
      Manufacturing",1083,Kahve ve çayın işlenmesi,2015,260,70.8907575,79.88018891,0.189856095
"C - İmalat
      Manufacturing",1084,Baharat. sos. sirke ve diğer çeşni maddelerinin imalatı,2009,144,27.98797766,45.725628,0.038131266
"C - İmalat
      Manufacturing",1084,Baharat. sos. sirke ve diğer çeşni maddelerinin imalatı,2010,137,24.69877917,42.87824502,0.03381037
"C - İmalat
      Manufacturing",1084,Baharat. sos. sirke ve diğer çeşni maddelerinin imalatı,2011,157,42.35031335,54.93300451,0.111287617
"C - İmalat
      Manufacturing",1084,Baharat. sos. sirke ve diğer çeşni maddelerinin imalatı,2012,227,38.36869358,50.46843579,0.060781727
"C - İmalat
      Manufacturing",1084,Baharat. sos. sirke ve diğer çeşni maddelerinin imalatı,2013,234,22.89388999,37.67882211,0.027230199
"C - İmalat
      Manufacturing",1084,Baharat. sos. sirke ve diğer çeşni maddelerinin imalatı,2014,299,24.41318072,37.47721797,0.027995271
"C - İmalat
      Manufacturing",1084,Baharat. sos. sirke ve diğer çeşni maddelerinin imalatı,2015,309,27.41186364,41.12227701,0.031500348
"C - İmalat
      Manufacturing",1085,Hazır yemeklerin imalatı,2009,4,100,100,0.745619392
"C - İmalat
      Manufacturing",1085,Hazır yemeklerin imalatı,2010,6,96.74893906,100,0.347467227
"C - İmalat
      Manufacturing",1085,Hazır yemeklerin imalatı,2011,26,89.79361038,96.40975739,0.250613086
"C - İmalat
      Manufacturing",1085,Hazır yemeklerin imalatı,2012,32,66.16257077,83.49849792,0.134652858
"C - İmalat
      Manufacturing",1085,Hazır yemeklerin imalatı,2013,48,64.43732323,82.97032143,0.171153997
"C - İmalat
      Manufacturing",1085,Hazır yemeklerin imalatı,2014,76,46.68808906,73.32730146,0.078619314
"C - İmalat
      Manufacturing",1085,Hazır yemeklerin imalatı,2015,69,37.72827824,59.49501232,0.055972464
"C - İmalat
      Manufacturing",1086,Homojenize gıda müstahzarları ve diyetetik gıda imalatı,2009,23,88.34810374,95.71601501,0.352658049
"C - İmalat
      Manufacturing",1086,Homojenize gıda müstahzarları ve diyetetik gıda imalatı,2010,19,88.97326498,95.86306429,0.34507337
"C - İmalat
      Manufacturing",1086,Homojenize gıda müstahzarları ve diyetetik gıda imalatı,2011,12,98.83379716,99.83675522,0.4913125
"C - İmalat
      Manufacturing",1086,Homojenize gıda müstahzarları ve diyetetik gıda imalatı,2012,16,95.21670073,99.28380957,0.306434427
"C - İmalat
      Manufacturing",1086,Homojenize gıda müstahzarları ve diyetetik gıda imalatı,2013,19,93.33694068,98.18497152,0.359532717
"C - İmalat
      Manufacturing",1086,Homojenize gıda müstahzarları ve diyetetik gıda imalatı,2014,19,94.43225256,98.6163387,0.416059067
"C - İmalat
      Manufacturing",1086,Homojenize gıda müstahzarları ve diyetetik gıda imalatı,2015,29,79.97617611,91.85295507,0.370201873
"C - İmalat
      Manufacturing",1089,Başka yerde sınıflandırılmamış diğer gıda maddelerinin imalatı,2009,54,60.88524739,86.18600984,0.124083176
"C - İmalat
      Manufacturing",1089,Başka yerde sınıflandırılmamış diğer gıda maddelerinin imalatı,2010,71,55.59089906,79.37048756,0.100341152
"C - İmalat
      Manufacturing",1089,Başka yerde sınıflandırılmamış diğer gıda maddelerinin imalatı,2011,81,51.54434337,74.98846849,0.091669125
"C - İmalat
      Manufacturing",1089,Başka yerde sınıflandırılmamış diğer gıda maddelerinin imalatı,2012,96,44.93115861,66.81086196,0.07183108
"C - İmalat
      Manufacturing",1089,Başka yerde sınıflandırılmamış diğer gıda maddelerinin imalatı,2013,159,44.46327553,66.26166426,0.070977156
"C - İmalat
      Manufacturing",1089,Başka yerde sınıflandırılmamış diğer gıda maddelerinin imalatı,2014,224,37.86596371,61.28151224,0.057539688
"C - İmalat
      Manufacturing",1089,Başka yerde sınıflandırılmamış diğer gıda maddelerinin imalatı,2015,217,35.1864414,57.45216302,0.051829747
"C - İmalat
      Manufacturing",1091,Çiftlik hayvanları için hazır yem imalatı,2009,342,32.91065807,44.10662526,0.044180424
"C - İmalat
      Manufacturing",1091,Çiftlik hayvanları için hazır yem imalatı,2010,300,23.04020574,32.77300394,0.022230277
"C - İmalat
      Manufacturing",1091,Çiftlik hayvanları için hazır yem imalatı,2011,324,22.65722981,31.82367156,0.021379655
"C - İmalat
      Manufacturing",1091,Çiftlik hayvanları için hazır yem imalatı,2012,409,21.94513843,31.26392259,0.021428052
"C - İmalat
      Manufacturing",1091,Çiftlik hayvanları için hazır yem imalatı,2013,472,33.11182683,43.96211109,0.045723327
"C - İmalat
      Manufacturing",1091,Çiftlik hayvanları için hazır yem imalatı,2014,404,18.91467636,29.01009632,0.018619714
"C - İmalat
      Manufacturing",1091,Çiftlik hayvanları için hazır yem imalatı,2015,407,22.38627553,33.04625674,0.021050299
"C - İmalat
      Manufacturing",1092,Ev hayvanları için hazır gıda imalatı,2009,9,96.53142921,99.97993403,0.454668785
"C - İmalat
      Manufacturing",1092,Ev hayvanları için hazır gıda imalatı,2010,7,95.22712784,100,0.483365839
"C - İmalat
      Manufacturing",1092,Ev hayvanları için hazır gıda imalatı,2011,7,90.36930467,100,0.416561015
"C - İmalat
      Manufacturing",1092,Ev hayvanları için hazır gıda imalatı,2012,8,91.98489765,100,0.375680955
"C - İmalat
      Manufacturing",1092,Ev hayvanları için hazır gıda imalatı,2013,14,84.47539854,98.92929556,0.286975213
"C - İmalat
      Manufacturing",1092,Ev hayvanları için hazır gıda imalatı,2014,22,83.29065076,96.95177274,0.247074189
"C - İmalat
      Manufacturing",1092,Ev hayvanları için hazır gıda imalatı,2015,23,84.90812054,95.33418207,0.276420959
"C - İmalat
      Manufacturing",1101,Alkollü içeceklerin damıtılması. arıtılması ve harmanlanması,2009,7,97.65567164,100,0.536122786
"C - İmalat
      Manufacturing",1101,Alkollü içeceklerin damıtılması. arıtılması ve harmanlanması,2010,7,97.56510389,100,0.618994368
"C - İmalat
      Manufacturing",1101,Alkollü içeceklerin damıtılması. arıtılması ve harmanlanması,2011,7,98.34725854,100,0.789139632
"C - İmalat
      Manufacturing",1101,Alkollü içeceklerin damıtılması. arıtılması ve harmanlanması,2012,6,96.5111803,100,0.48108446
"C - İmalat
      Manufacturing",1101,Alkollü içeceklerin damıtılması. arıtılması ve harmanlanması,2013,9,95.53787923,99.87562189,0.643517595
"C - İmalat
      Manufacturing",1101,Alkollü içeceklerin damıtılması. arıtılması ve harmanlanması,2014,10,94.07378328,99.73170895,0.610060808
"C - İmalat
      Manufacturing",1101,Alkollü içeceklerin damıtılması. arıtılması ve harmanlanması,2015,11,93.28199353,98.74043189,0.62878579
"C - İmalat
      Manufacturing",1102,Üzümden şarap imalatı,2009,87,68.75377165,80.22838123,0.163608464
"C - İmalat
      Manufacturing",1102,Üzümden şarap imalatı,2010,94,68.86677271,79.9497902,0.163991212
"C - İmalat
      Manufacturing",1102,Üzümden şarap imalatı,2011,93,57.00553337,70.06922,0.12111793
"C - İmalat
      Manufacturing",1102,Üzümden şarap imalatı,2012,110,56.1108386,67.50847796,0.114957681
"C - İmalat
      Manufacturing",1102,Üzümden şarap imalatı,2013,121,53.32902175,66.30945892,0.108408389
"C - İmalat
      Manufacturing",1102,Üzümden şarap imalatı,2014,130,53.31615576,65.82721057,0.109084205
"C - İmalat
      Manufacturing",1102,Üzümden şarap imalatı,2015,143,50.11861569,63.63090282,0.097027957
"C - İmalat
      Manufacturing",1105,Bira imalatı,2009,5,99.92239508,100,0.793204483
"C - İmalat
      Manufacturing",1105,Bira imalatı,2010,5,99.91941622,100,0.769177569
"C - İmalat
      Manufacturing",1105,Bira imalatı,2011,6,99.94188082,100,0.816116486
"C - İmalat
      Manufacturing",1105,Bira imalatı,2012,5,99.97136932,100,0.731432661
"C - İmalat
      Manufacturing",1105,Bira imalatı,2013,4,100,100,0.696167709
"C - İmalat
      Manufacturing",1105,Bira imalatı,2014,4,100,100,0.627658845
"C - İmalat
      Manufacturing",1105,Bira imalatı,2015,5,99.99632132,100,0.577314501
"C - İmalat
      Manufacturing",1107,"Alkolsüz içeceklerin imalatı, maden sularının ve diğer şişelenmiş suların üretimi",2009,405,55.85261387,65.92839042,0.169247577
"C - İmalat
      Manufacturing",1107,"Alkolsüz içeceklerin imalatı, maden sularının ve diğer şişelenmiş suların üretimi",2010,360,55.0181551,66.28619763,0.16227749
"C - İmalat
      Manufacturing",1107,"Alkolsüz içeceklerin imalatı, maden sularının ve diğer şişelenmiş suların üretimi",2011,387,56.13627759,67.46545602,0.163367455
"C - İmalat
      Manufacturing",1107,"Alkolsüz içeceklerin imalatı, maden sularının ve diğer şişelenmiş suların üretimi",2012,377,56.88407106,66.67113936,0.161115489
"C - İmalat
      Manufacturing",1107,"Alkolsüz içeceklerin imalatı, maden sularının ve diğer şişelenmiş suların üretimi",2013,392,56.76224331,66.85201118,0.150867716
"C - İmalat
      Manufacturing",1107,"Alkolsüz içeceklerin imalatı, maden sularının ve diğer şişelenmiş suların üretimi",2014,396,54.85719718,66.01535847,0.137106233
"C - İmalat
      Manufacturing",1107,"Alkolsüz içeceklerin imalatı, maden sularının ve diğer şişelenmiş suların üretimi",2015,350,52.95725563,63.48458124,0.126368516
"C - İmalat
      Manufacturing",1200,Tütün ürünleri imalatı,2009,24,81.46286284,94.72361233,0.226791473
"C - İmalat
      Manufacturing",1200,Tütün ürünleri imalatı,2010,22,78.24881141,92.61385785,0.204396708
"C - İmalat
      Manufacturing",1200,Tütün ürünleri imalatı,2011,23,78.75991274,92.03374587,0.227315548
"C - İmalat
      Manufacturing",1200,Tütün ürünleri imalatı,2012,24,80.51038331,94.06546677,0.229895073
"C - İmalat
      Manufacturing",1200,Tütün ürünleri imalatı,2013,32,78.34187786,93.20583754,0.223623539
"C - İmalat
      Manufacturing",1200,Tütün ürünleri imalatı,2014,30,79.62315269,95.38600695,0.227728314
"C - İmalat
      Manufacturing",1200,Tütün ürünleri imalatı,2015,31,81.67738844,94.97231205,0.225014686
"C - İmalat
      Manufacturing",1310,Tekstil elyafının hazırlanması ve bükülmesi,2009,1201,8.763254279,14.4548175,0.006930004
"C - İmalat
      Manufacturing",1310,Tekstil elyafının hazırlanması ve bükülmesi,2010,1425,11.42510631,17.13195977,0.007427936
"C - İmalat
      Manufacturing",1310,Tekstil elyafının hazırlanması ve bükülmesi,2011,1649,12.20284549,17.24646439,0.007923135
"C - İmalat
      Manufacturing",1310,Tekstil elyafının hazırlanması ve bükülmesi,2012,1653,12.01426215,17.49744931,0.008048009
"C - İmalat
      Manufacturing",1310,Tekstil elyafının hazırlanması ve bükülmesi,2013,1536,12.18425987,17.65718404,0.00813358
"C - İmalat
      Manufacturing",1310,Tekstil elyafının hazırlanması ve bükülmesi,2014,1376,10.72903269,16.40797266,0.007601526
"C - İmalat
      Manufacturing",1310,Tekstil elyafının hazırlanması ve bükülmesi,2015,1246,9.281811877,15.9701929,0.007236575
"C - İmalat
      Manufacturing",1320,Dokuma,2009,4147,15.52035428,24.03096255,0.011985823
